
*******************step:      0 ; time =   0.0000E+00
  3.0891E+04  3.1614E+03  3.1309E+03  3.1866E+03  6.9467E-12  3.3294E-13  1.5297E-11  0.0000E+00  0.0000E+00  0.0000E+00  6.9418E-12  1.5444E-14  1.5297E-11  3.7574E+22  1.5056E+22  4.9033E+22  4.5676E-18  1.2297E-19  1.9894E-17  3.5445E+05  1.5727E+04  1.7392E+06  3.9635E-18  6.7876E-20  8.7554E-18  6.4838E-20 -1.4323E-19  1.1651E-19  8.1758E-18 -2.0143E-17  1.9971E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.0382E-03  0.0000E+00  3.6009E-02  5.5105E+03  5.5063E+03  5.5130E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5308E-01  7.5994E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  3.8502E-12  2.7689E-14  6.7256E-11
  1.0263E+05  2.8867E+03  2.8670E+03  2.9079E+03  6.9900E-12  4.7361E-13  1.5033E-11  4.2032E-13  4.1203E-15  1.2878E-12  6.9472E-12  6.7071E-14  1.5032E-11  9.3098E+22  5.3990E+22  1.2419E+23  3.9955E-18  2.5285E-19  1.6972E-17  7.3924E+05  2.8935E+04  3.5179E+06  7.2485E-18  1.8843E-20  2.4062E-17  6.3557E-20 -1.3746E-19  1.1135E-19  7.0627E-18 -1.7685E-17  1.5738E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.9224E-03  0.0000E+00  2.4711E-02  5.4917E+03  5.4888E+03  5.4937E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5385E-01  8.3526E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.3627E-12  1.4135E-13  1.2007E-10
  1.8826E+05  2.7865E+03  2.7759E+03  2.7976E+03  7.0936E-12  6.1616E-13  1.4903E-11  8.3145E-13  6.4524E-15  2.5865E-12  6.9758E-12  1.9857E-14  1.4903E-11  1.2606E+23  4.5232E+22  1.6256E+23  3.6739E-18  4.1092E-19  1.8932E-17  9.1589E+05  9.2667E+04  3.8349E+06  6.6972E-18  1.8332E-21  2.0215E-17  6.2317E-20 -1.3316E-19  1.0551E-19  6.5546E-18 -1.8165E-17  1.9816E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.2120E-03  0.0000E+00  3.9228E-02  5.4577E+03  5.4523E+03  5.4593E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5192E-01  7.3848E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.9907E-12  4.3061E-13  1.3113E-10
  2.8630E+05  2.7583E+03  2.7477E+03  2.7735E+03  7.2526E-12  8.0900E-13  1.4874E-11  1.2512E-12  1.9088E-14  4.1184E-12  7.0228E-12  7.8016E-14  1.4874E-11  1.2536E+23  5.6644E+22  1.6577E+23  3.5506E-18  4.1163E-20  1.7550E-17  8.9521E+05  1.4133E+04  3.7549E+06  6.7253E-18  3.2784E-20  2.1202E-17  6.1097E-20 -1.2983E-19  1.0180E-19  6.2181E-18 -1.7582E-17  1.8860E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  8.0736E-03  0.0000E+00  3.4134E-02  5.4140E+03  5.4098E+03  5.4157E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.4618E-01  7.7244E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.1925E-12  2.8643E-13  1.3420E-10
  3.9325E+05  2.7351E+03  2.7240E+03  2.7450E+03  7.4372E-12  6.9456E-13  1.4677E-11  1.6661E-12  1.2422E-14  5.6816E-12  7.0639E-12  5.4875E-14  1.4677E-11  1.2602E+23  6.8014E+22  1.6501E+23  3.6007E-18  2.5264E-19  1.4710E-17  9.0496E+05  6.0624E+04  3.7825E+06  6.9511E-18  4.4661E-20  2.4829E-17  5.9753E-20 -1.2414E-19  9.6658E-20  5.8866E-18 -1.6340E-17  1.4476E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.4389E-03  0.0000E+00  2.6771E-02  5.3656E+03  5.3620E+03  5.3675E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5041E-01  8.2153E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.3526E-12  4.7084E-13  1.1253E-10
  5.0548E+05  2.7097E+03  2.6987E+03  2.7197E+03  7.6403E-12  4.7361E-13  1.4531E-11  2.0656E-12  8.3774E-15  6.7197E-12  7.1020E-12  1.3986E-13  1.4498E-11  1.2510E+23  7.7062E+22  1.5983E+23  3.6344E-18  1.7026E-19  1.4739E-17  9.0474E+05  4.0348E+04  4.0991E+06  7.0702E-18  3.1563E-20  2.2418E-17  5.8382E-20 -1.1915E-19  9.1826E-20  5.7130E-18 -1.6795E-17  1.5420E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.9924E-03  0.0000E+00  2.1939E-02  5.3143E+03  5.3112E+03  5.3160E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5338E-01  8.5374E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.4184E-12  2.3092E-13  1.2241E-10
  6.2041E+05  2.6831E+03  2.6727E+03  2.6935E+03  7.8636E-12  2.2234E-13  1.4532E-11  2.4480E-12  6.3223E-17  7.5902E-12  7.1469E-12  5.8644E-14  1.4380E-11  1.1960E+23  7.1732E+22  1.5435E+23  3.7127E-18  5.6886E-19  1.6401E-17  8.9026E+05  1.2719E+05  3.3836E+06  7.3827E-18  1.3287E-19  2.8592E-17  5.7105E-20 -1.1580E-19  8.5589E-20  5.6040E-18 -1.8887E-17  1.5000E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.4163E-03  0.0000E+00  2.3270E-02  5.2609E+03  5.2574E+03  5.2627E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5056E-01  8.4487E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  9.5273E-12  3.8157E-13  1.1372E-10
  7.3661E+05  2.6562E+03  2.6453E+03  2.6653E+03  8.1021E-12  3.3697E-13  1.4626E-11  2.8114E-12  8.2646E-15  8.9807E-12  7.1986E-12  3.1744E-14  1.4450E-11  1.1574E+23  6.9688E+22  1.4768E+23  3.7613E-18  3.9435E-19  1.5467E-17  8.6898E+05  8.4512E+04  3.0131E+06  7.9686E-18  1.7693E-19  3.0855E-17  5.5936E-20 -1.1219E-19  8.5112E-20  5.6166E-18 -1.8395E-17  1.6431E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.0620E-03  0.0000E+00  2.3192E-02  5.2064E+03  5.2028E+03  5.2082E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5292E-01  8.4538E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.0101E-11  4.7642E-13  9.5575E-11
  8.5336E+05  2.6281E+03  2.6186E+03  2.6379E+03  8.3509E-12  8.9504E-13  1.5059E-11  3.1588E-12  1.7474E-15  1.0687E-11  7.2542E-12  2.0035E-14  1.4464E-11  1.1020E+23  6.9066E+22  1.3902E+23  4.0317E-18  9.3306E-19  1.3633E-17  8.8739E+05  1.7603E+05  3.4316E+06  8.5266E-18  5.1587E-20  2.5753E-17  5.4858E-20 -1.1044E-19  8.3887E-20  5.7712E-18 -1.6621E-17  1.6262E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.9381E-03  0.0000E+00  2.2692E-02  5.1508E+03  5.1472E+03  5.1527E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5375E-01  8.4872E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.1004E-11  7.9070E-13  8.6045E-11
  9.7030E+05  2.5984E+03  2.5881E+03  2.6079E+03  8.6050E-12  9.7697E-13  1.5389E-11  3.4973E-12  3.7178E-14  1.2138E-11  7.3075E-12  2.5977E-14  1.5011E-11  1.0236E+23  6.3428E+22  1.3050E+23  4.1803E-18  9.7641E-20  1.7863E-17  8.5313E+05  1.6072E+04  3.0790E+06  9.3347E-18  1.9315E-19  3.0130E-17  5.3818E-20 -1.1071E-19  8.1347E-20  5.9603E-18 -2.1247E-17  1.7906E-17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  7.3593E-03  0.0000E+00  2.2970E-02  5.0944E+03  5.0906E+03  5.0965E+03  0.0000E+00  0.0000E+00  0.0000E+00  9.5094E-01  8.4686E-01  1.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.1331E-11  1.1273E-13  1.1092E-10
