 SYSTEM :            1
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  1.891706E+06  1.975366E+03  4.448660E+03  1.549371E-05  1.200000E+03  5.288241E+00
  1.836242E+06  1.989252E+03  4.496788E+03  1.495099E-05  1.200000E+03  5.403284E+00
  1.780227E+06  2.002884E+03  4.544722E+03  1.443742E-05  1.200000E+03  5.519092E+00
  1.723754E+06  2.016250E+03  4.592396E+03  1.395158E-05  1.200000E+03  5.635489E+00
  1.666890E+06  2.029346E+03  4.639771E+03  1.349186E-05  1.200000E+03  5.752359E+00
  1.609706E+06  2.042168E+03  4.686805E+03  1.305681E-05  1.200000E+03  5.869575E+00
  1.552252E+06  2.054717E+03  4.733475E+03  1.264486E-05  1.200000E+03  5.987054E+00
  1.494577E+06  2.066994E+03  4.779761E+03  1.225460E-05  1.200000E+03  6.104714E+00
  1.436715E+06  2.079005E+03  4.825654E+03  1.188458E-05  1.200000E+03  6.222506E+00
  1.378710E+06  2.090752E+03  4.871138E+03  1.153355E-05  1.200000E+03  6.340357E+00
  1.320578E+06  2.102244E+03  4.916217E+03  1.120021E-05  1.200000E+03  6.458252E+00
  1.262346E+06  2.113487E+03  4.960888E+03  1.088341E-05  1.200000E+03  6.576150E+00
  1.204027E+06  2.124488E+03  5.005158E+03  1.058202E-05  1.200000E+03  6.694044E+00
  1.145652E+06  2.135252E+03  5.049020E+03  1.029514E-05  1.200000E+03  6.811882E+00
  1.087234E+06  2.145787E+03  5.092480E+03  1.002179E-05  1.200000E+03  6.929654E+00
  1.028771E+06  2.156102E+03  5.135553E+03  9.761060E-06  1.200000E+03  7.047374E+00
  9.702971E+05  2.166200E+03  5.178229E+03  9.512248E-06  1.200000E+03  7.164987E+00
  9.118233E+05  2.176088E+03  5.220514E+03  9.274611E-06  1.200000E+03  7.282483E+00
  8.533605E+05  2.185773E+03  5.262413E+03  9.047468E-06  1.200000E+03  7.399849E+00
  7.949473E+05  2.195255E+03  5.303912E+03  8.830292E-06  1.200000E+03  7.517018E+00
  7.366113E+05  2.204539E+03  5.345004E+03  8.622548E-06  1.200000E+03  7.633945E+00
  6.784131E+05  2.213622E+03  5.385659E+03  8.423851E-06  1.200000E+03  7.750517E+00
  6.204134E+05  2.222502E+03  5.425848E+03  8.233829E-06  1.200000E+03  7.866621E+00
  5.627168E+05  2.231172E+03  5.465513E+03  8.052263E-06  1.200000E+03  7.982055E+00
  5.054777E+05  2.239618E+03  5.504561E+03  7.879076E-06  1.200000E+03  8.096517E+00
  4.488946E+05  2.247818E+03  5.542874E+03  7.714294E-06  1.200000E+03  8.209618E+00
  3.932541E+05  2.255743E+03  5.580278E+03  7.558151E-06  1.200000E+03  8.320790E+00
  3.389089E+05  2.263354E+03  5.616557E+03  7.410996E-06  1.200000E+03  8.429333E+00
  2.863001E+05  2.270603E+03  5.651443E+03  7.273333E-06  1.200000E+03  8.534374E+00
  2.359183E+05  2.277439E+03  5.684641E+03  7.145709E-06  1.200000E+03  8.634935E+00
  1.882594E+05  2.283811E+03  5.715859E+03  7.028609E-06  1.200000E+03  8.730033E+00
  1.437371E+05  2.289682E+03  5.744860E+03  6.922269E-06  1.200000E+03  8.818846E+00
  1.026268E+05  2.295036E+03  5.771502E+03  6.826600E-06  1.200000E+03  8.900831E+00
  6.503338E+04  2.299875E+03  5.795751E+03  6.741159E-06  1.200000E+03  8.975784E+00
  3.089058E+04  2.304225E+03  5.817683E+03  6.665198E-06  1.200000E+03  9.043842E+00
  0.000000E+00  2.308123E+03  5.837450E+03  6.597778E-06  1.200000E+03  9.105406E+00
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            4
  2.890000E+06  1.592172E+03  3.413921E+03  4.260573E-05  1.200000E+03  3.103564E+00
  2.874942E+06  1.600477E+03  3.427638E+03  4.192906E-05  1.200000E+03  3.128556E+00
  2.859079E+06  1.609133E+03  3.441976E+03  4.123884E-05  1.200000E+03  3.154783E+00
  2.842347E+06  1.618162E+03  3.456976E+03  4.053468E-05  1.200000E+03  3.182340E+00
  2.824677E+06  1.627588E+03  3.472683E+03  3.981637E-05  1.200000E+03  3.211324E+00
  2.805991E+06  1.637438E+03  3.489150E+03  3.908347E-05  1.200000E+03  3.241851E+00
  2.786213E+06  1.647734E+03  3.506422E+03  3.833609E-05  1.200000E+03  3.274027E+00
  2.765255E+06  1.658504E+03  3.524554E+03  3.757412E-05  1.200000E+03  3.307976E+00
  2.743030E+06  1.669773E+03  3.543599E+03  3.679779E-05  1.200000E+03  3.343821E+00
  2.719440E+06  1.681568E+03  3.563612E+03  3.600737E-05  1.200000E+03  3.381697E+00
  2.694395E+06  1.693910E+03  3.584641E+03  3.520364E-05  1.200000E+03  3.421727E+00
  2.667796E+06  1.706821E+03  3.606739E+03  3.438740E-05  1.200000E+03  3.464043E+00
  2.639551E+06  1.720318E+03  3.629946E+03  3.355999E-05  1.200000E+03  3.508764E+00
  2.609576E+06  1.734409E+03  3.654296E+03  3.272307E-05  1.200000E+03  3.555996E+00
  2.577787E+06  1.749103E+03  3.679818E+03  3.187856E-05  1.200000E+03  3.605842E+00
  2.544121E+06  1.764393E+03  3.706524E+03  3.102892E-05  1.200000E+03  3.658369E+00
  2.508531E+06  1.780268E+03  3.734408E+03  3.017694E-05  1.200000E+03  3.713619E+00
  2.470998E+06  1.796699E+03  3.763444E+03  2.932590E-05  1.200000E+03  3.771592E+00
  2.431514E+06  1.813655E+03  3.793597E+03  2.847901E-05  1.200000E+03  3.832271E+00
  2.390106E+06  1.831091E+03  3.824805E+03  2.763980E-05  1.200000E+03  3.895584E+00
  2.346835E+06  1.848949E+03  3.856987E+03  2.681196E-05  1.200000E+03  3.961414E+00
  2.301773E+06  1.867169E+03  3.890052E+03  2.599874E-05  1.200000E+03  4.029626E+00
  2.255029E+06  1.885681E+03  3.923890E+03  2.520342E-05  1.200000E+03  4.100036E+00
  2.206720E+06  1.904415E+03  3.958391E+03  2.442871E-05  1.200000E+03  4.172452E+00
  2.156983E+06  1.923301E+03  3.993434E+03  2.367699E-05  1.200000E+03  4.246655E+00
  2.105950E+06  1.942272E+03  4.028910E+03  2.294995E-05  1.200000E+03  4.322441E+00
  2.053777E+06  1.961262E+03  4.064700E+03  2.224908E-05  1.200000E+03  4.399576E+00
  2.000589E+06  1.980218E+03  4.100708E+03  2.157502E-05  1.200000E+03  4.477872E+00
  1.946525E+06  1.999087E+03  4.136839E+03  2.092821E-05  1.200000E+03  4.557127E+00
  1.891706E+06  2.017826E+03  4.173011E+03  2.030859E-05  1.200000E+03  4.637170E+00
  1.836242E+06  2.036401E+03  4.209155E+03  1.971580E-05  1.200000E+03  4.717845E+00
  1.780227E+06  2.054784E+03  4.245214E+03  1.914916E-05  1.200000E+03  4.799025E+00
  1.723754E+06  2.072950E+03  4.281135E+03  1.860794E-05  1.200000E+03  4.880584E+00
  1.666890E+06  2.090885E+03  4.316885E+03  1.809110E-05  1.200000E+03  4.962436E+00
  1.609706E+06  2.108575E+03  4.352428E+03  1.759767E-05  1.200000E+03  5.044489E+00
  1.552252E+06  2.126013E+03  4.387744E+03  1.712652E-05  1.200000E+03  5.126683E+00
  1.494577E+06  2.143192E+03  4.422812E+03  1.667657E-05  1.200000E+03  5.208958E+00
  1.436715E+06  2.160112E+03  4.457623E+03  1.624667E-05  1.200000E+03  5.291278E+00
  1.378710E+06  2.176770E+03  4.492161E+03  1.583584E-05  1.200000E+03  5.373591E+00
  1.320578E+06  2.193169E+03  4.526428E+03  1.544295E-05  1.200000E+03  5.455885E+00
  1.262346E+06  2.209312E+03  4.560417E+03  1.506703E-05  1.200000E+03  5.538129E+00
  1.204027E+06  2.225203E+03  4.594133E+03  1.470709E-05  1.200000E+03  5.620319E+00
  1.145652E+06  2.240843E+03  4.627565E+03  1.436232E-05  1.200000E+03  5.702418E+00
  1.087234E+06  2.256237E+03  4.660719E+03  1.403185E-05  1.200000E+03  5.784418E+00
  1.028771E+06  2.271393E+03  4.693602E+03  1.371483E-05  1.200000E+03  5.866329E+00
  9.702971E+05  2.286310E+03  4.726205E+03  1.341061E-05  1.200000E+03  5.948111E+00
  9.118233E+05  2.300994E+03  4.758532E+03  1.311851E-05  1.200000E+03  6.029759E+00
  8.533605E+05  2.315448E+03  4.790585E+03  1.283787E-05  1.200000E+03  6.111263E+00
  7.949473E+05  2.329671E+03  4.822351E+03  1.256821E-05  1.200000E+03  6.192578E+00
  7.366113E+05  2.343664E+03  4.853823E+03  1.230903E-05  1.200000E+03  6.273671E+00
  6.784131E+05  2.357418E+03  4.884978E+03  1.205998E-05  1.200000E+03  6.354466E+00
  6.204134E+05  2.370928E+03  4.915791E+03  1.182075E-05  1.200000E+03  6.434884E+00
  5.627168E+05  2.384178E+03  4.946217E+03  1.159118E-05  1.200000E+03  6.514786E+00
  5.054777E+05  2.397140E+03  4.976184E+03  1.137130E-05  1.200000E+03  6.593966E+00
  4.488946E+05  2.409779E+03  5.005600E+03  1.116126E-05  1.200000E+03  6.672155E+00
  3.932541E+05  2.422043E+03  5.034329E+03  1.096148E-05  1.200000E+03  6.748963E+00
  3.389089E+05  2.433868E+03  5.062205E+03  1.077251E-05  1.200000E+03  6.823911E+00
  2.863001E+05  2.445173E+03  5.089021E+03  1.059512E-05  1.200000E+03  6.896399E+00
  2.359183E+05  2.455871E+03  5.114547E+03  1.043014E-05  1.200000E+03  6.965757E+00
  1.882594E+05  2.465878E+03  5.138558E+03  1.027831E-05  1.200000E+03  7.031313E+00
  1.437371E+05  2.475127E+03  5.160870E+03  1.014005E-05  1.200000E+03  7.092507E+00
  1.026268E+05  2.483585E+03  5.181372E+03  1.001536E-05  1.200000E+03  7.148971E+00
  6.503338E+04  2.491251E+03  5.200038E+03  9.903740E-06  1.200000E+03  7.200571E+00
  3.089058E+04  2.498156E+03  5.216922E+03  9.804308E-06  1.200000E+03  7.247407E+00
  0.000000E+00  2.504358E+03  5.232144E+03  9.715896E-06  1.200000E+03  7.289760E+00
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            5
  2.890000E+06  1.600000E+03  3.080000E+03  2.947730E-05  1.200000E+03  2.800000E+00
  2.874942E+06  1.605784E+03  3.088573E+03  2.915181E-05  1.200000E+03  2.815609E+00
  2.859079E+06  1.611832E+03  3.097555E+03  2.881652E-05  1.200000E+03  2.832009E+00
  2.842347E+06  1.618162E+03  3.106975E+03  2.847102E-05  1.200000E+03  2.849260E+00
  2.824677E+06  1.624793E+03  3.116864E+03  2.811493E-05  1.200000E+03  2.867426E+00
  2.805991E+06  1.631746E+03  3.127257E+03  2.774777E-05  1.200000E+03  2.886581E+00
  2.786213E+06  1.639041E+03  3.138187E+03  2.736931E-05  1.200000E+03  2.906794E+00
  2.765255E+06  1.646700E+03  3.149691E+03  2.697920E-05  1.200000E+03  2.928145E+00
  2.743030E+06  1.654745E+03  3.161807E+03  2.657725E-05  1.200000E+03  2.950715E+00
  2.719440E+06  1.663197E+03  3.174573E+03  2.616327E-05  1.200000E+03  2.974591E+00
  2.694395E+06  1.672078E+03  3.188024E+03  2.573735E-05  1.200000E+03  2.999852E+00
  2.667796E+06  1.681406E+03  3.202198E+03  2.529959E-05  1.200000E+03  3.026586E+00
  2.639551E+06  1.691198E+03  3.217126E+03  2.485039E-05  1.200000E+03  3.054870E+00
  2.609576E+06  1.701466E+03  3.232834E+03  2.439037E-05  1.200000E+03  3.084774E+00
  2.577787E+06  1.712219E+03  3.249345E+03  2.392029E-05  1.200000E+03  3.116365E+00
  2.544121E+06  1.723460E+03  3.266672E+03  2.344128E-05  1.200000E+03  3.149689E+00
  2.508531E+06  1.735183E+03  3.284815E+03  2.295475E-05  1.200000E+03  3.184773E+00
  2.470998E+06  1.747373E+03  3.303763E+03  2.246242E-05  1.200000E+03  3.221621E+00
  2.431514E+06  1.760011E+03  3.323496E+03  2.196609E-05  1.200000E+03  3.260221E+00
  2.390106E+06  1.773068E+03  3.343979E+03  2.146785E-05  1.200000E+03  3.300529E+00
  2.346835E+06  1.786504E+03  3.365158E+03  2.096998E-05  1.200000E+03  3.342471E+00
  2.301773E+06  1.800277E+03  3.386980E+03  2.047462E-05  1.200000E+03  3.385960E+00
  2.255029E+06  1.814336E+03  3.409371E+03  1.998404E-05  1.200000E+03  3.430876E+00
  2.206720E+06  1.828631E+03  3.432260E+03  1.950021E-05  1.200000E+03  3.477098E+00
  2.156983E+06  1.843107E+03  3.455568E+03  1.902503E-05  1.200000E+03  3.524483E+00
  2.105950E+06  1.857715E+03  3.479221E+03  1.856000E-05  1.200000E+03  3.572898E+00
  2.053777E+06  1.872402E+03  3.503139E+03  1.810653E-05  1.200000E+03  3.622191E+00
  2.000589E+06  1.887127E+03  3.527257E+03  1.766554E-05  1.200000E+03  3.672238E+00
  1.946525E+06  1.901847E+03  3.551509E+03  1.723779E-05  1.200000E+03  3.722910E+00
  1.891706E+06  1.916526E+03  3.575839E+03  1.682375E-05  1.200000E+03  3.774091E+00
  1.836242E+06  1.931136E+03  3.600196E+03  1.642366E-05  1.200000E+03  3.825682E+00
  1.780227E+06  1.945652E+03  3.624541E+03  1.603752E-05  1.200000E+03  3.877597E+00
  1.723754E+06  1.960051E+03  3.648836E+03  1.566527E-05  1.200000E+03  3.929754E+00
  1.666890E+06  1.974320E+03  3.673056E+03  1.530660E-05  1.200000E+03  3.982095E+00
  1.609706E+06  1.988445E+03  3.697173E+03  1.496124E-05  1.200000E+03  4.034559E+00
  1.552252E+06  2.002417E+03  3.721171E+03  1.462875E-05  1.200000E+03  4.087107E+00
  1.494577E+06  2.016229E+03  3.745036E+03  1.430870E-05  1.200000E+03  4.139697E+00
  1.436715E+06  2.029878E+03  3.768757E+03  1.400058E-05  1.200000E+03  4.192305E+00
  1.378710E+06  2.043358E+03  3.792322E+03  1.370396E-05  1.200000E+03  4.244897E+00
  1.320578E+06  2.056670E+03  3.815731E+03  1.341829E-05  1.200000E+03  4.297462E+00
  1.262346E+06  2.069813E+03  3.838976E+03  1.314310E-05  1.200000E+03  4.349982E+00
  1.204027E+06  2.082790E+03  3.862060E+03  1.287788E-05  1.200000E+03  4.402452E+00
  1.145652E+06  2.095598E+03  3.884974E+03  1.262223E-05  1.200000E+03  4.454847E+00
  1.087234E+06  2.108239E+03  3.907718E+03  1.237570E-05  1.200000E+03  4.507161E+00
  1.028771E+06  2.120719E+03  3.930299E+03  1.213781E-05  1.200000E+03  4.559401E+00
  9.702971E+05  2.133034E+03  3.952708E+03  1.190823E-05  1.200000E+03  4.611541E+00
  9.118233E+05  2.145187E+03  3.974945E+03  1.168659E-05  1.200000E+03  4.663575E+00
  8.533605E+05  2.157181E+03  3.997012E+03  1.147251E-05  1.200000E+03  4.715498E+00
  7.949473E+05  2.169012E+03  4.018899E+03  1.126576E-05  1.200000E+03  4.767281E+00
  7.366113E+05  2.180679E+03  4.040599E+03  1.106605E-05  1.200000E+03  4.818902E+00
  6.784131E+05  2.192173E+03  4.062095E+03  1.087324E-05  1.200000E+03  4.870312E+00
  6.204134E+05  2.203490E+03  4.083371E+03  1.068717E-05  1.200000E+03  4.921462E+00
  5.627168E+05  2.214612E+03  4.104392E+03  1.050781E-05  1.200000E+03  4.972264E+00
  5.054777E+05  2.225516E+03  4.125109E+03  1.033529E-05  1.200000E+03  5.022586E+00
  4.488946E+05  2.236170E+03  4.145456E+03  1.016979E-05  1.200000E+03  5.072258E+00
  3.932541E+05  2.246530E+03  4.165340E+03  1.001175E-05  1.200000E+03  5.121033E+00
  3.389089E+05  2.256537E+03  4.184644E+03  9.861699E-06  1.200000E+03  5.168608E+00
  2.863001E+05  2.266123E+03  4.203222E+03  9.720335E-06  1.200000E+03  5.214603E+00
  2.359183E+05  2.275210E+03  4.220915E+03  9.588413E-06  1.200000E+03  5.258597E+00
  1.882594E+05  2.283723E+03  4.237565E+03  9.466622E-06  1.200000E+03  5.300164E+00
  1.437371E+05  2.291605E+03  4.253043E+03  9.355397E-06  1.200000E+03  5.338953E+00
  1.026268E+05  2.298822E+03  4.267270E+03  9.254815E-06  1.200000E+03  5.374733E+00
  6.503338E+04  2.305372E+03  4.280227E+03  9.164569E-06  1.200000E+03  5.407421E+00
  3.089058E+04  2.311279E+03  4.291951E+03  9.084002E-06  1.200000E+03  5.437084E+00
  0.000000E+00  2.316591E+03  4.302522E+03  9.012227E-06  1.200000E+03  5.463901E+00
 ADIABAT:z      Tref     rhoref  expan        Cp      Tcond     P
  2.890000E+06  1.599975E+03  3.081049E+03  2.951854E-05  1.200000E+03  2.800954E+00  0.000000E+00
  2.874942E+06  1.605530E+03  3.104796E+03  2.976316E-05  1.200000E+03  2.830583E+00  4.711821E+08
  2.859079E+06  1.611028E+03  3.200093E+03  3.251480E-05  1.200000E+03  2.928103E+00  9.718678E+08
  2.842347E+06  1.618162E+03  3.341305E+03  3.654779E-05  1.200000E+03  3.072261E+00  1.508101E+09
  2.824677E+06  1.627462E+03  3.456621E+03  3.928817E-05  1.200000E+03  3.195801E+00  2.083604E+09
  2.805991E+06  1.637430E+03  3.488668E+03  3.906837E-05  1.200000E+03  3.241378E+00  2.698438E+09
  2.786213E+06  1.647734E+03  3.506419E+03  3.833597E-05  1.200000E+03  3.274024E+00  3.352391E+09
  2.765255E+06  1.658505E+03  3.524556E+03  3.757398E-05  1.200000E+03  3.307979E+00  4.048309E+09
  2.743030E+06  1.669778E+03  3.543611E+03  3.679683E-05  1.200000E+03  3.343847E+00  4.789609E+09
  2.719440E+06  1.681598E+03  3.563698E+03  3.600120E-05  1.200000E+03  3.381881E+00  5.580080E+09
  2.694395E+06  1.694061E+03  3.585189E+03  3.516827E-05  1.200000E+03  3.422889E+00  6.423432E+09
  2.667796E+06  1.707467E+03  3.609656E+03  3.421615E-05  1.200000E+03  3.470213E+00  7.323837E+09
  2.639551E+06  1.722401E+03  3.641760E+03  3.292514E-05  1.200000E+03  3.533720E+00  8.285615E+09
  2.609576E+06  1.738842E+03  3.686385E+03  3.113601E-05  1.200000E+03  3.623820E+00  9.313587E+09
  2.577787E+06  1.755267E+03  3.738517E+03  2.919538E-05  1.200000E+03  3.730165E+00  1.041275E+10
  2.544121E+06  1.771349E+03  3.798253E+03  2.714115E-05  1.200000E+03  3.853293E+00  1.158743E+10
  2.508531E+06  1.786081E+03  3.851255E+03  2.557353E-05  1.200000E+03  3.962998E+00  1.284072E+10
  2.470998E+06  1.800139E+03  3.894886E+03  2.450246E-05  1.200000E+03  4.053586E+00  1.419479E+10
  2.431514E+06  1.814321E+03  3.936694E+03  2.357947E-05  1.200000E+03  4.141104E+00  1.565468E+10
  2.390106E+06  1.828750E+03  3.979419E+03  2.269305E-05  1.200000E+03  4.231479E+00  1.720179E+10
  2.346835E+06  1.843384E+03  4.023330E+03  2.183243E-05  1.200000E+03  4.325352E+00  1.883580E+10
  2.301773E+06  1.858206E+03  4.068823E+03  2.099932E-05  1.200000E+03  4.422647E+00  2.055606E+10
  2.255029E+06  1.873826E+03  4.124796E+03  2.020299E-05  1.200000E+03  4.523234E+00  2.236280E+10
  2.206720E+06  1.894454E+03  4.244273E+03  1.954302E-05  1.200000E+03  4.619494E+00  2.432343E+10
  2.156983E+06  1.920115E+03  4.415731E+03  1.914432E-05  1.200000E+03  4.690064E+00  2.644459E+10
  2.105950E+06  1.945212E+03  4.563242E+03  1.890363E-05  1.200000E+03  4.736179E+00  2.865939E+10
  2.053777E+06  1.963243E+03  4.621180E+03  1.851687E-05  1.200000E+03  4.794663E+00  3.095257E+10
  2.000589E+06  1.979160E+03  4.655108E+03  1.807192E-05  1.200000E+03  4.862011E+00  3.330909E+10
  1.946525E+06  1.994954E+03  4.687976E+03  1.763568E-05  1.200000E+03  4.930853E+00  3.572120E+10
  1.891706E+06  2.010706E+03  4.720942E+03  1.721328E-05  1.200000E+03  5.000445E+00  3.818395E+10
  1.836242E+06  2.026387E+03  4.753959E+03  1.680505E-05  1.200000E+03  5.070634E+00  4.069285E+10
  1.780227E+06  2.041970E+03  4.786975E+03  1.641100E-05  1.200000E+03  5.141308E+00  4.324407E+10
  1.723754E+06  2.057433E+03  4.819935E+03  1.603109E-05  1.200000E+03  5.212352E+00  4.583362E+10
  1.666890E+06  2.072759E+03  4.852807E+03  1.566500E-05  1.200000E+03  5.283691E+00  4.845871E+10
  1.609706E+06  2.087933E+03  4.885554E+03  1.531245E-05  1.200000E+03  5.355240E+00  5.111619E+10
  1.552252E+06  2.102946E+03  4.918153E+03  1.497299E-05  1.200000E+03  5.426945E+00  5.380386E+10
  1.494577E+06  2.117790E+03  4.950583E+03  1.464621E-05  1.200000E+03  5.498751E+00  5.651947E+10
  1.436715E+06  2.132462E+03  4.982832E+03  1.433157E-05  1.200000E+03  5.570624E+00  5.926149E+10
  1.378710E+06  2.146955E+03  5.014882E+03  1.402864E-05  1.200000E+03  5.642515E+00  6.202783E+10
  1.320578E+06  2.161270E+03  5.046731E+03  1.373687E-05  1.200000E+03  5.714413E+00  6.481768E+10
  1.262346E+06  2.175407E+03  5.078371E+03  1.345578E-05  1.200000E+03  5.786290E+00  6.762967E+10
  1.204027E+06  2.189367E+03  5.109803E+03  1.318484E-05  1.200000E+03  5.858138E+00  7.046321E+10
  1.145652E+06  2.203148E+03  5.141015E+03  1.292367E-05  1.200000E+03  5.929924E+00  7.331663E+10
  1.087234E+06  2.216753E+03  5.172010E+03  1.267178E-05  1.200000E+03  6.001641E+00  7.618928E+10
  1.028771E+06  2.230185E+03  5.202792E+03  1.242870E-05  1.200000E+03  6.073294E+00  7.908109E+10
  9.702971E+05  2.243444E+03  5.233352E+03  1.219410E-05  1.200000E+03  6.144850E+00  8.199030E+10
  9.118233E+05  2.256530E+03  5.263690E+03  1.196758E-05  1.200000E+03  6.216300E+00  8.491627E+10
  8.533605E+05  2.269446E+03  5.293806E+03  1.174878E-05  1.200000E+03  6.287636E+00  8.785830E+10
  7.949473E+05  2.282189E+03  5.323687E+03  1.153745E-05  1.200000E+03  6.358817E+00  9.081432E+10
  7.366113E+05  2.294756E+03  5.353324E+03  1.133332E-05  1.200000E+03  6.429814E+00  9.378276E+10
  6.784131E+05  2.307141E+03  5.382694E+03  1.113621E-05  1.200000E+03  6.500559E+00  9.676035E+10
  6.204134E+05  2.319335E+03  5.411772E+03  1.094598E-05  1.200000E+03  6.570982E+00  9.974372E+10
  5.627168E+05  2.331322E+03  5.440513E+03  1.076260E-05  1.200000E+03  6.640962E+00  1.027272E+11
  5.054777E+05  2.343075E+03  5.468847E+03  1.058620E-05  1.200000E+03  6.710316E+00  1.057024E+11
  4.488946E+05  2.354561E+03  5.496687E+03  1.041697E-05  1.200000E+03  6.778808E+00  1.086584E+11
  3.932541E+05  2.365731E+03  5.523901E+03  1.025536E-05  1.200000E+03  6.846097E+00  1.115796E+11
  3.389089E+05  2.376522E+03  5.550329E+03  1.010190E-05  1.200000E+03  6.911762E+00  1.144465E+11
  2.863001E+05  2.386862E+03  5.575776E+03  9.957329E-06  1.200000E+03  6.975282E+00  1.172347E+11
  2.359183E+05  2.407091E+03  5.616528E+03  9.829018E-06  1.200000E+03  7.060693E+00  1.199215E+11
  1.882594E+05  2.444017E+03  5.683357E+03  9.721203E-06  1.200000E+03  7.184273E+00  1.224878E+11
  1.437371E+05  2.453135E+03  5.705626E+03  9.607030E-06  1.200000E+03  7.239931E+00  1.249036E+11
  1.026268E+05  2.461066E+03  5.725434E+03  9.503532E-06  1.200000E+03  7.290287E+00  1.271424E+11
  6.503338E+04  2.468264E+03  5.743477E+03  9.410670E-06  1.200000E+03  7.336308E+00  1.291963E+11
  3.089058E+04  2.474756E+03  5.759806E+03  9.327769E-06  1.200000E+03  7.378083E+00  1.310673E+11
  0.000000E+00  2.480594E+03  5.774533E+03  9.253916E-06  1.200000E+03  7.415860E+00  1.327645E+11
 SYSTEM :            3
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  2.890000E+06  1.600000E+03  2.900000E+03  6.960000E-05  1.200000E+03  2.636364E+00
  2.874942E+06  1.613413E+03  2.940259E+03  6.619912E-05  1.200000E+03  2.785836E+00
  2.859079E+06  1.626995E+03  2.980535E+03  6.311298E-05  1.200000E+03  2.941646E+00
  2.842347E+06  1.640798E+03  3.020971E+03  6.029068E-05  1.200000E+03  3.104557E+00
  2.824677E+06  1.654867E+03  3.061688E+03  5.769260E-05  1.200000E+03  3.275343E+00
  2.805991E+06  1.669252E+03  3.102812E+03  5.528625E-05  1.200000E+03  3.454900E+00
  2.786213E+06  1.683993E+03  3.144439E+03  5.304685E-05  1.200000E+03  3.644064E+00
  2.765255E+06  1.699136E+03  3.186672E+03  5.095322E-05  1.200000E+03  3.843816E+00
  2.743030E+06  1.714722E+03  3.229597E+03  4.898853E-05  1.200000E+03  4.055146E+00
  2.719440E+06  1.730795E+03  3.273300E+03  4.713853E-05  1.200000E+03  4.279139E+00
  2.694395E+06  1.747392E+03  3.317841E+03  4.539213E-05  1.200000E+03  4.516852E+00
  2.667796E+06  1.764549E+03  3.363285E+03  4.373962E-05  1.200000E+03  4.769445E+00
  2.639551E+06  1.782299E+03  3.409666E+03  4.217342E-05  1.200000E+03  5.038032E+00
  2.609576E+06  1.800666E+03  3.457006E+03  4.068732E-05  1.200000E+03  5.323706E+00
  2.577787E+06  1.819673E+03  3.505315E+03  3.927599E-05  1.200000E+03  5.627577E+00
  2.544121E+06  1.839330E+03  3.554569E+03  3.793538E-05  1.200000E+03  5.950602E+00
  2.508531E+06  1.859639E+03  3.604722E+03  3.666220E-05  1.200000E+03  6.293620E+00
  2.470998E+06  1.880587E+03  3.655697E+03  3.545393E-05  1.200000E+03  6.657235E+00
  2.431514E+06  1.902158E+03  3.707407E+03  3.430803E-05  1.200000E+03  7.041974E+00
  2.390106E+06  1.924321E+03  3.759734E+03  3.322259E-05  1.200000E+03  7.448035E+00
  2.346835E+06  1.947029E+03  3.812531E+03  3.219595E-05  1.200000E+03  7.875296E+00
  2.301773E+06  1.970237E+03  3.865659E+03  3.122608E-05  1.200000E+03  8.323529E+00
  2.255029E+06  1.993881E+03  3.918951E+03  3.031126E-05  1.200000E+03  8.792104E+00
  2.206720E+06  2.017903E+03  3.972257E+03  2.944936E-05  1.200000E+03  9.280312E+00
  2.156983E+06  2.042238E+03  4.025419E+03  2.863826E-05  1.200000E+03  9.787184E+00
  2.105950E+06  2.066827E+03  4.078307E+03  2.787547E-05  1.200000E+03  1.031177E+01
  2.053777E+06  2.091605E+03  4.130783E+03  2.715869E-05  1.200000E+03  1.085283E+01
  2.000589E+06  2.116524E+03  4.182751E+03  2.648515E-05  1.200000E+03  1.140937E+01
  1.946525E+06  2.141533E+03  4.234118E+03  2.585230E-05  1.200000E+03  1.198022E+01
  1.891706E+06  2.166588E+03  4.284812E+03  2.525750E-05  1.200000E+03  1.256436E+01
  1.836242E+06  2.191655E+03  4.334781E+03  2.469814E-05  1.200000E+03  1.316080E+01
  1.780227E+06  2.216707E+03  4.383994E+03  2.417166E-05  1.200000E+03  1.376870E+01
  1.723754E+06  2.241716E+03  4.432418E+03  2.367573E-05  1.200000E+03  1.438719E+01
  1.666890E+06  2.266668E+03  4.480050E+03  2.320800E-05  1.200000E+03  1.501567E+01
  1.609706E+06  2.291545E+03  4.526880E+03  2.276640E-05  1.200000E+03  1.565342E+01
  1.552252E+06  2.316341E+03  4.572917E+03  2.234891E-05  1.200000E+03  1.629996E+01
  1.494577E+06  2.341045E+03  4.618169E+03  2.195371E-05  1.200000E+03  1.695480E+01
  1.436715E+06  2.365657E+03  4.662655E+03  2.157907E-05  1.200000E+03  1.761758E+01
  1.378710E+06  2.390168E+03  4.706383E+03  2.122352E-05  1.200000E+03  1.828785E+01
  1.320578E+06  2.414584E+03  4.749383E+03  2.088556E-05  1.200000E+03  1.896541E+01
