 SYSTEM :            1
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  2.431514E+06  1.767545E+03  3.508566E+03  2.280289E-05  1.200000E+03  3.453994E+00
  2.390106E+06  1.781157E+03  3.531091E+03  2.226591E-05  1.200000E+03  3.498486E+00
  2.346835E+06  1.795155E+03  3.554375E+03  2.173022E-05  1.200000E+03  3.544776E+00
  2.301773E+06  1.809495E+03  3.578356E+03  2.119811E-05  1.200000E+03  3.592770E+00
  2.255029E+06  1.824125E+03  3.602954E+03  2.067199E-05  1.200000E+03  3.642334E+00
  2.206720E+06  1.838991E+03  3.628091E+03  2.015395E-05  1.200000E+03  3.693334E+00
  2.156983E+06  1.854037E+03  3.653678E+03  1.964598E-05  1.200000E+03  3.745613E+00
  2.105950E+06  1.869212E+03  3.679636E+03  1.914963E-05  1.200000E+03  3.799024E+00
  2.053777E+06  1.884459E+03  3.705876E+03  1.866636E-05  1.200000E+03  3.853401E+00
  2.000589E+06  1.899737E+03  3.732328E+03  1.819708E-05  1.200000E+03  3.908607E+00
  1.946525E+06  1.915002E+03  3.758919E+03  1.774255E-05  1.200000E+03  3.964499E+00
  1.891706E+06  1.930216E+03  3.785587E+03  1.730320E-05  1.200000E+03  4.020952E+00
  1.836242E+06  1.945350E+03  3.812279E+03  1.687922E-05  1.200000E+03  4.077853E+00
  1.780227E+06  1.960379E+03  3.838950E+03  1.647056E-05  1.200000E+03  4.135112E+00
  1.723754E+06  1.975280E+03  3.865560E+03  1.607709E-05  1.200000E+03  4.192635E+00
  1.666890E+06  1.990039E+03  3.892080E+03  1.569844E-05  1.200000E+03  4.250362E+00
  1.609706E+06  2.004641E+03  3.918483E+03  1.533426E-05  1.200000E+03  4.308224E+00
  1.552252E+06  2.019079E+03  3.944750E+03  1.498404E-05  1.200000E+03  4.366177E+00
  1.494577E+06  2.033346E+03  3.970865E+03  1.464730E-05  1.200000E+03  4.424178E+00
  1.436715E+06  2.047437E+03  3.996818E+03  1.432344E-05  1.200000E+03  4.482199E+00
  1.378710E+06  2.061348E+03  4.022597E+03  1.401199E-05  1.200000E+03  4.540203E+00
  1.320578E+06  2.075080E+03  4.048198E+03  1.371232E-05  1.200000E+03  4.598179E+00
  1.262346E+06  2.088633E+03  4.073618E+03  1.342393E-05  1.200000E+03  4.656106E+00
  1.204027E+06  2.102009E+03  4.098856E+03  1.314623E-05  1.200000E+03  4.713979E+00
  1.145652E+06  2.115205E+03  4.123905E+03  1.287879E-05  1.200000E+03  4.771770E+00
  1.087234E+06  2.128226E+03  4.148765E+03  1.262110E-05  1.200000E+03  4.829475E+00
  1.028771E+06  2.141075E+03  4.173443E+03  1.237264E-05  1.200000E+03  4.887099E+00
  9.702971E+05  2.153750E+03  4.197929E+03  1.213306E-05  1.200000E+03  4.944615E+00
  9.118233E+05  2.166255E+03  4.222225E+03  1.190194E-05  1.200000E+03  5.002016E+00
  8.533605E+05  2.178591E+03  4.246332E+03  1.167887E-05  1.200000E+03  5.059297E+00
  7.949473E+05  2.190755E+03  4.270239E+03  1.146358E-05  1.200000E+03  5.116425E+00
  7.366113E+05  2.202747E+03  4.293940E+03  1.125578E-05  1.200000E+03  5.173377E+00
  6.784131E+05  2.214559E+03  4.317415E+03  1.105529E-05  1.200000E+03  5.230099E+00
  6.204134E+05  2.226183E+03  4.340647E+03  1.086193E-05  1.200000E+03  5.286537E+00
  5.627168E+05  2.237605E+03  4.363599E+03  1.067566E-05  1.200000E+03  5.342592E+00
  5.054777E+05  2.248799E+03  4.386217E+03  1.049660E-05  1.200000E+03  5.398120E+00
  4.488946E+05  2.259735E+03  4.408430E+03  1.032494E-05  1.200000E+03  5.452933E+00
  3.932541E+05  2.270364E+03  4.430134E+03  1.016110E-05  1.200000E+03  5.506760E+00
  3.389089E+05  2.280630E+03  4.451204E+03  1.000562E-05  1.200000E+03  5.559264E+00
  2.863001E+05  2.290461E+03  4.471480E+03  9.859228E-06  1.200000E+03  5.610026E+00
  2.359183E+05  2.299778E+03  4.490789E+03  9.722673E-06  1.200000E+03  5.658582E+00
  1.882594E+05  2.308505E+03  4.508958E+03  9.596663E-06  1.200000E+03  5.704461E+00
  1.437371E+05  2.316583E+03  4.525847E+03  9.481631E-06  1.200000E+03  5.747275E+00
  1.026268E+05  2.323978E+03  4.541371E+03  9.377646E-06  1.200000E+03  5.786769E+00
  6.503338E+04  2.330688E+03  4.555507E+03  9.284377E-06  1.200000E+03  5.822852E+00
  3.089058E+04  2.336739E+03  4.568298E+03  9.201138E-06  1.200000E+03  5.855597E+00
  0.000000E+00  2.342179E+03  4.579831E+03  9.127003E-06  1.200000E+03  5.885200E+00
 ADIABAT:z      Tref     rhoref  expan        Cp      Tcond     P
  2.890000E+06  1.600000E+03  3.240000E+03  3.100859E-05  1.200000E+03  2.945455E+00  0.000000E+00
  2.874942E+06  1.606083E+03  3.249486E+03  3.064861E-05  1.200000E+03  2.962726E+00  4.711821E+08
  2.859079E+06  1.612442E+03  3.259421E+03  3.027822E-05  1.200000E+03  2.980871E+00  9.718678E+08
  2.842347E+06  1.619094E+03  3.269837E+03  2.989699E-05  1.200000E+03  2.999954E+00  1.508101E+09
  2.824677E+06  1.626060E+03  3.280769E+03  2.950457E-05  1.200000E+03  3.020047E+00  2.083604E+09
  2.805991E+06  1.633361E+03  3.292255E+03  2.910045E-05  1.200000E+03  3.041230E+00  2.698438E+09
  2.786213E+06  1.641018E+03  3.304331E+03  2.868443E-05  1.200000E+03  3.063580E+00  3.352391E+09
  2.765255E+06  1.649053E+03  3.317037E+03  2.825616E-05  1.200000E+03  3.087186E+00  4.048309E+09
  2.743030E+06  1.657489E+03  3.330413E+03  2.781549E-05  1.200000E+03  3.112136E+00  4.789609E+09
  2.719440E+06  1.666349E+03  3.344503E+03  2.736226E-05  1.200000E+03  3.138525E+00  5.580080E+09
  2.694395E+06  1.675653E+03  3.359345E+03  2.689664E-05  1.200000E+03  3.166442E+00  6.423432E+09
  2.667796E+06  1.685421E+03  3.374979E+03  2.641877E-05  1.200000E+03  3.195982E+00  7.323837E+09
  2.639551E+06  1.695669E+03  3.391438E+03  2.592915E-05  1.200000E+03  3.227231E+00  8.285615E+09
  2.609576E+06  1.706409E+03  3.408751E+03  2.542850E-05  1.200000E+03  3.260265E+00  9.313587E+09
  2.577787E+06  1.717652E+03  3.426943E+03  2.491771E-05  1.200000E+03  3.295157E+00  1.041275E+10
  2.544121E+06  1.729397E+03  3.446026E+03  2.439806E-05  1.200000E+03  3.331958E+00  1.158743E+10
  2.508531E+06  1.741639E+03  3.466002E+03  2.387108E-05  1.200000E+03  3.370699E+00  1.284072E+10
  2.470998E+06  1.806535E+03  3.666826E+03  2.370073E-05  1.200000E+03  3.793625E+00  1.419479E+10
  2.431514E+06  1.820301E+03  3.704309E+03  2.285138E-05  1.200000E+03  3.871580E+00  1.565468E+10
  2.390106E+06  1.834332E+03  3.742999E+03  2.202065E-05  1.200000E+03  3.952876E+00  1.720179E+10
  2.346835E+06  1.848575E+03  3.782790E+03  2.121161E-05  1.200000E+03  4.037365E+00  1.883580E+10
  2.301773E+06  1.862980E+03  3.823569E+03  2.042676E-05  1.200000E+03  4.124882E+00  2.055606E+10
  2.255029E+06  1.877487E+03  3.865199E+03  1.966855E-05  1.200000E+03  4.215192E+00  2.236280E+10
  2.206720E+06  1.793890E+03  4.342550E+03  1.944807E-05  1.200000E+03  4.394474E+00  2.432343E+10
  2.156983E+06  1.808057E+03  4.371936E+03  1.898762E-05  1.200000E+03  4.454143E+00  2.644459E+10
  2.105950E+06  1.822358E+03  4.401769E+03  1.853640E-05  1.200000E+03  4.515138E+00  2.865939E+10
  2.053777E+06  1.836747E+03  4.431955E+03  1.809584E-05  1.200000E+03  4.577277E+00  3.095257E+10
  2.000589E+06  1.851182E+03  4.462414E+03  1.766688E-05  1.200000E+03  4.640408E+00  3.330909E+10
  1.946525E+06  1.865621E+03  4.493060E+03  1.725030E-05  1.200000E+03  4.704365E+00  3.572120E+10
  1.891706E+06  1.880030E+03  4.523824E+03  1.684661E-05  1.200000E+03  4.769006E+00  3.818395E+10
  1.836242E+06  1.894379E+03  4.554642E+03  1.645607E-05  1.200000E+03  4.834203E+00  4.069285E+10
  1.780227E+06  1.908645E+03  4.585463E+03  1.607874E-05  1.200000E+03  4.899850E+00  4.324407E+10
  1.723754E+06  1.922804E+03  4.616238E+03  1.571460E-05  1.200000E+03  4.965842E+00  4.583362E+10
  1.666890E+06  1.936844E+03  4.646936E+03  1.536339E-05  1.200000E+03  5.032107E+00  4.845871E+10
  1.609706E+06  1.950750E+03  4.677522E+03  1.502488E-05  1.200000E+03  5.098567E+00  5.111619E+10
  1.552252E+06  1.964513E+03  4.707974E+03  1.469867E-05  1.200000E+03  5.165171E+00  5.380386E+10
  1.494577E+06  1.978125E+03  4.738273E+03  1.438438E-05  1.200000E+03  5.231867E+00  5.651947E+10
  1.436715E+06  1.991584E+03  4.768407E+03  1.408153E-05  1.200000E+03  5.298623E+00  5.926149E+10
  1.378710E+06  2.004883E+03  4.798358E+03  1.378975E-05  1.200000E+03  5.365397E+00  6.202783E+10
  1.320578E+06  2.018023E+03  4.828126E+03  1.350850E-05  1.200000E+03  5.432174E+00  6.481768E+10
  1.262346E+06  2.031002E+03  4.857701E+03  1.323735E-05  1.200000E+03  5.498929E+00  6.762967E+10
  1.204027E+06  2.043824E+03  4.887086E+03  1.297583E-05  1.200000E+03  5.565657E+00  7.046321E+10
  1.145652E+06  2.056484E+03  4.916268E+03  1.272356E-05  1.200000E+03  5.632324E+00  7.331663E+10
  1.087234E+06  2.068985E+03  4.945250E+03  1.248011E-05  1.200000E+03  5.698925E+00  7.618928E+10
  1.028771E+06  2.081332E+03  4.974036E+03  1.224502E-05  1.200000E+03  5.765465E+00  7.908109E+10
  9.702971E+05  2.093522E+03  5.002616E+03  1.201800E-05  1.200000E+03  5.831911E+00  8.199030E+10
  9.118233E+05  2.105556E+03  5.030992E+03  1.179868E-05  1.200000E+03  5.898257E+00  8.491627E+10
  8.533605E+05  2.117437E+03  5.059162E+03  1.158672E-05  1.200000E+03  5.964495E+00  8.785830E+10
  7.949473E+05  2.129162E+03  5.087114E+03  1.138188E-05  1.200000E+03  6.030585E+00  9.081432E+10
  7.366113E+05  2.140728E+03  5.114841E+03  1.118391E-05  1.200000E+03  6.096503E+00  9.378276E+10
  6.784131E+05  2.152129E+03  5.142319E+03  1.099266E-05  1.200000E+03  6.162183E+00  9.676035E+10
  6.204134E+05  2.163356E+03  5.169527E+03  1.080799E-05  1.200000E+03  6.227562E+00  9.974372E+10
  5.627168E+05  2.174395E+03  5.196420E+03  1.062989E-05  1.200000E+03  6.292526E+00  1.027272E+11
  5.054777E+05  2.185221E+03  5.222936E+03  1.045849E-05  1.200000E+03  6.356907E+00  1.057024E+11
  4.488946E+05  2.195803E+03  5.248989E+03  1.029399E-05  1.200000E+03  6.420485E+00  1.086584E+11
  3.932541E+05  2.206096E+03  5.274459E+03  1.013682E-05  1.200000E+03  6.482944E+00  1.115796E+11
  3.389089E+05  2.216042E+03  5.299194E+03  9.987520E-06  1.200000E+03  6.543892E+00  1.144465E+11
  2.863001E+05  2.225572E+03  5.323009E+03  9.846808E-06  1.200000E+03  6.602842E+00  1.172347E+11
  2.359183E+05  2.234609E+03  5.345697E+03  9.715438E-06  1.200000E+03  6.659249E+00  1.199215E+11
  1.882594E+05  2.243077E+03  5.367055E+03  9.594111E-06  1.200000E+03  6.712565E+00  1.224878E+11
  1.437371E+05  2.290651E+03  5.448556E+03  9.508166E-06  1.200000E+03  6.854190E+00  1.249036E+11
  1.026268E+05  2.297980E+03  5.467114E+03  9.407257E-06  1.200000E+03  6.900961E+00  1.271424E+11
  6.503338E+04  2.304632E+03  5.484020E+03  9.316694E-06  1.200000E+03  6.943705E+00  1.291963E+11
  3.089058E+04  2.310633E+03  5.499320E+03  9.235828E-06  1.200000E+03  6.982504E+00  1.310673E+11
  0.000000E+00  2.316029E+03  5.513119E+03  9.163773E-06  1.200000E+03  7.017590E+00  1.327645E+11
 SYSTEM :            2
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            1
  2.890000E+06  1.695549E+03  4.087705E+03  3.036581E-05  1.200000E+03  3.716095E+00
  2.874942E+06  1.701863E+03  4.099426E+03  3.002905E-05  1.200000E+03  3.737438E+00
  2.859079E+06  1.708466E+03  4.111708E+03  2.968219E-05  1.200000E+03  3.759866E+00
  2.842347E+06  1.715377E+03  4.124591E+03  2.932480E-05  1.200000E+03  3.783464E+00
  2.824677E+06  1.722617E+03  4.138117E+03  2.895651E-05  1.200000E+03  3.808319E+00
  2.805991E+06  1.730210E+03  4.152335E+03  2.857681E-05  1.200000E+03  3.834533E+00
  2.786213E+06  1.738176E+03  4.167288E+03  2.818547E-05  1.200000E+03  3.862202E+00
  2.765255E+06  1.746541E+03  4.183031E+03  2.778213E-05  1.200000E+03  3.891436E+00
  2.743030E+06  1.755328E+03  4.199612E+03  2.736659E-05  1.200000E+03  3.922348E+00
  2.719440E+06  1.764561E+03  4.217087E+03  2.693867E-05  1.200000E+03  3.955058E+00
  2.694395E+06  1.774262E+03  4.235503E+03  2.649847E-05  1.200000E+03  3.989677E+00
  2.667796E+06  1.784453E+03  4.254912E+03  2.604609E-05  1.200000E+03  4.026327E+00
  2.639551E+06  1.795152E+03  4.275358E+03  2.558196E-05  1.200000E+03  4.065114E+00
  2.609576E+06  1.806372E+03  4.296877E+03  2.510670E-05  1.200000E+03  4.106139E+00
  2.577787E+06  1.818124E+03  4.319502E+03  2.462112E-05  1.200000E+03  4.149494E+00
  2.544121E+06  1.830410E+03  4.343249E+03  2.412640E-05  1.200000E+03  4.195245E+00
  2.508531E+06  1.843224E+03  4.368123E+03  2.362397E-05  1.200000E+03  4.243435E+00
  2.470998E+06  1.856550E+03  4.394107E+03  2.311563E-05  1.200000E+03  4.294069E+00
  2.431514E+06  1.870369E+03  4.421175E+03  2.260322E-05  1.200000E+03  4.347135E+00
  2.390106E+06  1.884647E+03  4.449278E+03  2.208893E-05  1.200000E+03  4.402577E+00
  2.346835E+06  1.899341E+03  4.478348E+03  2.157509E-05  1.200000E+03  4.460294E+00
  2.301773E+06  1.914406E+03  4.508308E+03  2.106392E-05  1.200000E+03  4.520172E+00
  2.255029E+06  1.929787E+03  4.539060E+03  2.055773E-05  1.200000E+03  4.582049E+00
  2.206720E+06  1.945427E+03  4.570507E+03  2.005860E-05  1.200000E+03  4.645758E+00
  2.156983E+06  1.961268E+03  4.602541E+03  1.956844E-05  1.200000E+03  4.711108E+00
  2.105950E+06  1.977256E+03  4.635060E+03  1.908882E-05  1.200000E+03  4.777916E+00
  2.053777E+06  1.993332E+03  4.667956E+03  1.862118E-05  1.200000E+03  4.845976E+00
  2.000589E+06  2.009453E+03  4.701139E+03  1.816645E-05  1.200000E+03  4.915119E+00
  1.946525E+06  2.025570E+03  4.734519E+03  1.772544E-05  1.200000E+03  4.985165E+00
  1.891706E+06  2.041645E+03  4.768018E+03  1.729861E-05  1.200000E+03  5.055959E+00
  1.836242E+06  2.057646E+03  4.801568E+03  1.688620E-05  1.200000E+03  5.127361E+00
  1.780227E+06  2.073547E+03  4.835114E+03  1.648821E-05  1.200000E+03  5.199256E+00
  1.723754E+06  2.089322E+03  4.868603E+03  1.610458E-05  1.200000E+03  5.271528E+00
  1.666890E+06  2.104957E+03  4.902001E+03  1.573498E-05  1.200000E+03  5.344100E+00
  1.609706E+06  2.120436E+03  4.935270E+03  1.537912E-05  1.200000E+03  5.416886E+00
  1.552252E+06  2.135749E+03  4.968389E+03  1.503655E-05  1.200000E+03  5.489831E+00
  1.494577E+06  2.150889E+03  5.001334E+03  1.470682E-05  1.200000E+03  5.562878E+00
  1.436715E+06  2.165852E+03  5.034094E+03  1.438941E-05  1.200000E+03  5.635994E+00
  1.378710E+06  2.180631E+03  5.066652E+03  1.408387E-05  1.200000E+03  5.709130E+00
  1.320578E+06  2.195229E+03  5.099004E+03  1.378963E-05  1.200000E+03  5.782272E+00
  1.262346E+06  2.209643E+03  5.131143E+03  1.350621E-05  1.200000E+03  5.855393E+00
  1.204027E+06  2.223876E+03  5.163070E+03  1.323307E-05  1.200000E+03  5.928486E+00
  1.145652E+06  2.237926E+03  5.194773E+03  1.296981E-05  1.200000E+03  6.001517E+00
  1.087234E+06  2.251795E+03  5.226254E+03  1.271595E-05  1.200000E+03  6.074477E+00
  1.028771E+06  2.265487E+03  5.257520E+03  1.247099E-05  1.200000E+03  6.147374E+00
  9.702971E+05  2.279001E+03  5.288558E+03  1.223462E-05  1.200000E+03  6.220171E+00
  9.118233E+05  2.292339E+03  5.319370E+03  1.200642E-05  1.200000E+03  6.292862E+00
  8.533605E+05  2.305503E+03  5.349956E+03  1.178603E-05  1.200000E+03  6.365438E+00
  7.949473E+05  2.318490E+03  5.380303E+03  1.157318E-05  1.200000E+03  6.437857E+00
  7.366113E+05  2.331297E+03  5.410402E+03  1.136761E-05  1.200000E+03  6.510089E+00
  6.784131E+05  2.343917E+03  5.440229E+03  1.116914E-05  1.200000E+03  6.582065E+00
  6.204134E+05  2.356343E+03  5.469759E+03  1.097761E-05  1.200000E+03  6.653715E+00
  5.627168E+05  2.368556E+03  5.498946E+03  1.079300E-05  1.200000E+03  6.724915E+00
  5.054777E+05  2.380531E+03  5.527721E+03  1.061543E-05  1.200000E+03  6.795478E+00
  4.488946E+05  2.392233E+03  5.555992E+03  1.044511E-05  1.200000E+03  6.865165E+00
  3.932541E+05  2.403612E+03  5.583627E+03  1.028246E-05  1.200000E+03  6.933630E+00
  3.389089E+05  2.414605E+03  5.610465E+03  1.012804E-05  1.200000E+03  7.000442E+00
  2.863001E+05  2.425136E+03  5.636301E+03  9.982565E-06  1.200000E+03  7.065066E+00
  2.359183E+05  2.435120E+03  5.660915E+03  9.846809E-06  1.200000E+03  7.126907E+00
  1.882594E+05  2.444474E+03  5.684083E+03  9.721483E-06  1.200000E+03  7.185361E+00
  1.437371E+05  2.453135E+03  5.705626E+03  9.607030E-06  1.200000E+03  7.239931E+00
  1.026268E+05  2.461066E+03  5.725434E+03  9.503532E-06  1.200000E+03  7.290287E+00
  6.503338E+04  2.468264E+03  5.743477E+03  9.410670E-06  1.200000E+03  7.336308E+00
  3.089058E+04  2.474756E+03  5.759806E+03  9.327769E-06  1.200000E+03  7.378083E+00
  0.000000E+00  2.480594E+03  5.774533E+03  9.253916E-06  1.200000E+03  7.415860E+00
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            2
  2.890000E+06  1.671944E+03  4.051874E+03  3.009964E-05  1.200000E+03  3.683522E+00
  2.874942E+06  1.678116E+03  4.063392E+03  2.976872E-05  1.200000E+03  3.704493E+00
  2.859079E+06  1.684571E+03  4.075460E+03  2.942782E-05  1.200000E+03  3.726530E+00
  2.842347E+06  1.691327E+03  4.088120E+03  2.907650E-05  1.200000E+03  3.749718E+00
  2.824677E+06  1.698406E+03  4.101411E+03  2.871438E-05  1.200000E+03  3.774140E+00
  2.805991E+06  1.705829E+03  4.115384E+03  2.834097E-05  1.200000E+03  3.799899E+00
  2.786213E+06  1.713619E+03  4.130081E+03  2.795602E-05  1.200000E+03  3.827088E+00
  2.765255E+06  1.721799E+03  4.145553E+03  2.755918E-05  1.200000E+03  3.855817E+00
  2.743030E+06  1.730391E+03  4.161851E+03  2.715025E-05  1.200000E+03  3.886194E+00
  2.719440E+06  1.739422E+03  4.179028E+03  2.672903E-05  1.200000E+03  3.918339E+00
  2.694395E+06  1.748910E+03  4.197132E+03  2.629562E-05  1.200000E+03  3.952361E+00
  2.667796E+06  1.758879E+03  4.216213E+03  2.585011E-05  1.200000E+03  3.988379E+00
  2.639551E+06  1.769345E+03  4.236314E+03  2.539290E-05  1.200000E+03  4.026499E+00
  2.609576E+06  1.780323E+03  4.257471E+03  2.492461E-05  1.200000E+03  4.066818E+00
  2.577787E+06  1.791821E+03  4.279717E+03  2.444603E-05  1.200000E+03  4.109429E+00
  2.544121E+06  1.803843E+03  4.303068E+03  2.395829E-05  1.200000E+03  4.154396E+00
  2.508531E+06  1.816384E+03  4.327529E+03  2.346282E-05  1.200000E+03  4.201760E+00
  2.470998E+06  1.829427E+03  4.353081E+03  2.296138E-05  1.200000E+03  4.251527E+00
  2.431514E+06  1.842953E+03  4.379703E+03  2.245579E-05  1.200000E+03  4.303686E+00
  2.390106E+06  1.856930E+03  4.407344E+03  2.194819E-05  1.200000E+03  4.358181E+00
  2.346835E+06  1.871316E+03  4.435937E+03  2.144090E-05  1.200000E+03  4.414913E+00
  2.301773E+06  1.886067E+03  4.465408E+03  2.093609E-05  1.200000E+03  4.473770E+00
  2.255029E+06  1.901128E+03  4.495660E+03  2.043607E-05  1.200000E+03  4.534593E+00
  2.206720E+06  1.916444E+03  4.526597E+03  1.994287E-05  1.200000E+03  4.597218E+00
  2.156983E+06  1.931959E+03  4.558113E+03  1.945842E-05  1.200000E+03  4.661455E+00
  2.105950E+06  1.947620E+03  4.590109E+03  1.898425E-05  1.200000E+03  4.727128E+00
  2.053777E+06  1.963369E+03  4.622476E+03  1.852180E-05  1.200000E+03  4.794030E+00
  2.000589E+06  1.979162E+03  4.655129E+03  1.807201E-05  1.200000E+03  4.861997E+00
  1.946525E+06  1.994954E+03  4.687976E+03  1.763568E-05  1.200000E+03  4.930853E+00
  1.891706E+06  2.010706E+03  4.720942E+03  1.721328E-05  1.200000E+03  5.000445E+00
  1.836242E+06  2.026387E+03  4.753959E+03  1.680505E-05  1.200000E+03  5.070634E+00
  1.780227E+06  2.041970E+03  4.786975E+03  1.641100E-05  1.200000E+03  5.141308E+00
  1.723754E+06  2.057433E+03  4.819935E+03  1.603109E-05  1.200000E+03  5.212352E+00
  1.666890E+06  2.072759E+03  4.852807E+03  1.566500E-05  1.200000E+03  5.283691E+00
  1.609706E+06  2.087933E+03  4.885554E+03  1.531245E-05  1.200000E+03  5.355240E+00
  1.552252E+06  2.102946E+03  4.918153E+03  1.497299E-05  1.200000E+03  5.426945E+00
  1.494577E+06  2.117790E+03  4.950583E+03  1.464621E-05  1.200000E+03  5.498751E+00
  1.436715E+06  2.132462E+03  4.982832E+03  1.433157E-05  1.200000E+03  5.570624E+00
  1.378710E+06  2.146955E+03  5.014882E+03  1.402864E-05  1.200000E+03  5.642515E+00
  1.320578E+06  2.161270E+03  5.046731E+03  1.373687E-05  1.200000E+03  5.714413E+00
  1.262346E+06  2.175407E+03  5.078371E+03  1.345578E-05  1.200000E+03  5.786290E+00
  1.204027E+06  2.189367E+03  5.109803E+03  1.318484E-05  1.200000E+03  5.858138E+00
  1.145652E+06  2.203148E+03  5.141015E+03  1.292367E-05  1.200000E+03  5.929924E+00
  1.087234E+06  2.216753E+03  5.172010E+03  1.267178E-05  1.200000E+03  6.001641E+00
  1.028771E+06  2.230185E+03  5.202792E+03  1.242870E-05  1.200000E+03  6.073294E+00
  9.702971E+05  2.243444E+03  5.233352E+03  1.219410E-05  1.200000E+03  6.144850E+00
  9.118233E+05  2.256530E+03  5.263690E+03  1.196758E-05  1.200000E+03  6.216300E+00
  8.533605E+05  2.269446E+03  5.293806E+03  1.174878E-05  1.200000E+03  6.287636E+00
  7.949473E+05  2.282189E+03  5.323687E+03  1.153745E-05  1.200000E+03  6.358817E+00
  7.366113E+05  2.294756E+03  5.353324E+03  1.133332E-05  1.200000E+03  6.429814E+00
  6.784131E+05  2.307141E+03  5.382694E+03  1.113621E-05  1.200000E+03  6.500559E+00
  6.204134E+05  2.319335E+03  5.411772E+03  1.094598E-05  1.200000E+03  6.570982E+00
  5.627168E+05  2.331322E+03  5.440513E+03  1.076260E-05  1.200000E+03  6.640962E+00
  5.054777E+05  2.343075E+03  5.468847E+03  1.058620E-05  1.200000E+03  6.710316E+00
  4.488946E+05  2.354561E+03  5.496687E+03  1.041697E-05  1.200000E+03  6.778808E+00
  3.932541E+05  2.365731E+03  5.523901E+03  1.025536E-05  1.200000E+03  6.846097E+00
  3.389089E+05  2.376522E+03  5.550329E+03  1.010190E-05  1.200000E+03  6.911762E+00
  2.863001E+05  2.386860E+03  5.575772E+03  9.957327E-06  1.200000E+03  6.975276E+00
  2.359183E+05  2.396661E+03  5.600011E+03  9.822398E-06  1.200000E+03  7.036054E+00
  1.882594E+05  2.405844E+03  5.622827E+03  9.697825E-06  1.200000E+03  7.093503E+00
  1.437371E+05  2.414348E+03  5.644043E+03  9.584052E-06  1.200000E+03  7.147134E+00
  1.026268E+05  2.422134E+03  5.663549E+03  9.481162E-06  1.200000E+03  7.196623E+00
  6.503338E+04  2.429202E+03  5.681318E+03  9.388841E-06  1.200000E+03  7.241851E+00
  3.089058E+04  2.435576E+03  5.697399E+03  9.306418E-06  1.200000E+03  7.282906E+00
  0.000000E+00  2.441308E+03  5.711903E+03  9.232987E-06  1.200000E+03  7.320033E+00
        z       Tref      rho    expan        Cp      Tcond
 LAYER:            3
  2.890000E+06  1.616122E+03  3.402157E+03  4.082589E-05  1.200000E+03  3.092870E+00
  2.874942E+06  1.624169E+03  3.422155E+03  3.988260E-05  1.200000E+03  3.129336E+00
  2.859079E+06  1.632493E+03  3.442980E+03  3.893440E-05  1.200000E+03  3.167539E+00
  2.842347E+06  1.641111E+03  3.464690E+03  3.798123E-05  1.200000E+03  3.207612E+00
  2.824677E+06  1.650037E+03  3.487342E+03  3.702329E-05  1.200000E+03  3.249691E+00
  2.805991E+06  1.659292E+03  3.511004E+03  3.606049E-05  1.200000E+03  3.293940E+00
  2.786213E+06  1.668888E+03  3.535734E+03  3.509347E-05  1.200000E+03  3.340505E+00
  2.765255E+06  1.678843E+03  3.561602E+03  3.412257E-05  1.200000E+03  3.389563E+00
  2.743030E+06  1.689173E+03  3.588673E+03  3.314854E-05  1.200000E+03  3.441286E+00
  2.719440E+06  1.699893E+03  3.617018E+03  3.217216E-05  1.200000E+03  3.495863E+00
  2.694395E+06  1.711012E+03  3.646696E+03  3.119481E-05  1.200000E+03  3.553464E+00
  2.667796E+06  1.722541E+03  3.677768E+03  3.021778E-05  1.200000E+03  3.614278E+00
  2.639551E+06  1.734484E+03  3.710284E+03  2.924297E-05  1.200000E+03  3.678471E+00
  2.609576E+06  1.746839E+03  3.744282E+03  2.827252E-05  1.200000E+03  3.746191E+00
  2.577787E+06  1.759601E+03  3.779791E+03  2.730873E-05  1.200000E+03  3.817582E+00
  2.544121E+06  1.772757E+03  3.816816E+03  2.635437E-05  1.200000E+03  3.892740E+00
  2.508531E+06  1.786284E+03  3.855344E+03  2.541242E-05  1.200000E+03  3.971726E+00
  2.470998E+06  1.800151E+03  3.895330E+03  2.448618E-05  1.200000E+03  4.054538E+00
  2.431514E+06  1.814321E+03  3.936718E+03  2.357865E-05  1.200000E+03  4.141156E+00
  2.390106E+06  1.828750E+03  3.979419E+03  2.269303E-05  1.200000E+03  4.231481E+00
  2.346835E+06  1.843383E+03  4.023316E+03  2.183245E-05  1.200000E+03  4.325349E+00
  2.301773E+06  1.858168E+03  4.068284E+03  2.099941E-05  1.200000E+03  4.422577E+00
  2.255029E+06  1.873044E+03  4.114172E+03  2.019631E-05  1.200000E+03  4.522908E+00
  2.206720E+06  1.887954E+03  4.160830E+03  1.942483E-05  1.200000E+03  4.626078E+00
  2.156983E+06  1.902843E+03  4.208100E+03  1.868627E-05  1.200000E+03  4.731784E+00
  2.105950E+06  1.917660E+03  4.255834E+03  1.798119E-05  1.200000E+03  4.839743E+00
  2.053777E+06  1.932356E+03  4.303878E+03  1.730994E-05  1.200000E+03  4.949631E+00
  2.000589E+06  1.946894E+03  4.352110E+03  1.667207E-05  1.200000E+03  5.061189E+00
  1.946525E+06  1.961240E+03  4.400404E+03  1.606699E-05  1.200000E+03  5.174139E+00
