       #Time      #Total      #Solid BsHz    #Molten BsHz   #Prim  
  1.5797998E+16    1525490.0     799450.0          0.0     726040.0
  1.5843484E+16    1525490.0     799450.0          0.0     726040.0
  1.5891236E+16    1525490.0     799450.0          0.0     726040.0
  1.5941889E+16    1525490.0     799450.0          0.0     726040.0
  1.5989074E+16    1525490.0     799450.0          0.0     726040.0
  1.6032703E+16    1525490.0     799450.0          0.0     726040.0
  1.6078456E+16    1525490.0     799450.0          0.0     726040.0
  1.6127055E+16    1525490.0     799450.0          0.0     726040.0
  1.6175621E+16    1525490.0     799450.0          0.0     726040.0
  1.6219215E+16    1525490.0     799450.0          0.0     726040.0
  1.6259707E+16    1525490.0     799450.0          0.0     726040.0
  1.6302718E+16    1525490.0     799450.0          0.0     726040.0
  1.6347854E+16    1525490.0     799450.0          0.0     726040.0
  1.6396632E+16    1525490.0     799450.0          0.0     726040.0
  1.6446375E+16    1525490.0     799450.0          0.0     726040.0
  1.6497107E+16    1525490.0     799450.0          0.0     726040.0
  1.6543163E+16    1525490.0     799450.0          0.0     726040.0
  1.6588487E+16    1525490.0     799450.0          0.0     726040.0
  1.6633139E+16    1525490.0     799450.0          0.0     726040.0
  1.6680964E+16    1525490.0     799450.0          0.0     726040.0
  1.6726437E+16    1525490.0     799450.0          0.0     726040.0
  1.6773091E+16    1525490.0     799450.0          0.0     726040.0
  1.6820880E+16    1525490.0     799450.0          0.0     726040.0
  1.6866759E+16    1525490.0     799450.0          0.0     726040.0
  1.6910676E+16    1525490.0     799450.0          0.0     726040.0
  1.6951597E+16    1525490.0     799450.0          0.0     726040.0
  1.6998269E+16    1525490.0     799450.0          0.0     726040.0
  1.7049389E+16    1525490.0     799450.0          0.0     726040.0
  1.7102453E+16    1525490.0     799450.0          0.0     726040.0
  1.7157683E+16    1525490.0     799450.0          0.0     726040.0
  1.7208803E+16    1525490.0     799450.0          0.0     726040.0
  1.7253288E+16    1525490.0     799450.0          0.0     726040.0
  1.7296284E+16    1525490.0     799450.0          0.0     726040.0
  1.7338760E+16    1525490.0     799450.0          0.0     726040.0
  1.7381853E+16    1525490.0     799450.0          0.0     726040.0
  1.7428570E+16    1525490.0     799450.0          0.0     726040.0
  1.7475188E+16    1525490.0     799450.0          0.0     726040.0
  1.7522012E+16    1525490.0     799450.0          0.0     726040.0
  1.7563838E+16    1525490.0     799450.0          0.0     726040.0
  1.7602509E+16    1525490.0     799450.0          0.0     726040.0
  1.7644851E+16    1525490.0     799450.0          0.0     726040.0
  1.7689615E+16    1525490.0     799450.0          0.0     726040.0
  1.7735803E+16    1525490.0     799450.0          0.0     726040.0
  1.7783188E+16    1525490.0     799450.0          0.0     726040.0
  1.7829890E+16    1525490.0     799450.0          0.0     726040.0
  1.7878635E+16    1525490.0     799450.0          0.0     726040.0
  1.7928428E+16    1525490.0     799450.0          0.0     726040.0
  1.7978305E+16    1525490.0     799450.0          0.0     726040.0
  1.8026314E+16    1525490.0     799450.0          0.0     726040.0
  1.8071859E+16    1525490.0     799450.0          0.0     726040.0
  1.8119602E+16    1525490.0     799450.0          0.0     726040.0
  1.8168949E+16    1525490.0     799450.0          0.0     726040.0
  1.8219495E+16    1525490.0     799450.0          0.0     726040.0
  1.8265616E+16    1525490.0     799450.0          0.0     726040.0
  1.8312196E+16    1525490.0     799450.0          0.0     726040.0
  1.8354343E+16    1525490.0     799450.0          0.0     726040.0
  1.8398073E+16    1525490.0     799450.0          0.0     726040.0
  1.8449253E+16    1525490.0     799450.0          0.0     726040.0
  1.8503809E+16    1525490.0     799450.0          0.0     726040.0
  1.8560748E+16    1525490.0     799450.0          0.0     726040.0
  1.8606900E+16    1525490.0     799450.0          0.0     726040.0
  1.8656258E+16    1525490.0     799450.0          0.0     726040.0
  1.8708048E+16    1525490.0     799450.0          0.0     726040.0
  1.8754700E+16    1525490.0     799450.0          0.0     726040.0
  1.8803571E+16    1525490.0     799450.0          0.0     726040.0
  1.8851782E+16    1525490.0     799450.0          0.0     726040.0
  1.8898314E+16    1525490.0     799450.0          0.0     726040.0
  1.8947563E+16    1525490.0     799450.0          0.0     726040.0
